manufacturer,name,hex,lineId,pigmentSlugs,lightfastRatingId,transparencyRatingId,stainingRatingId,granulationRatingId,manufacturerDescription,url
Finetec,Ruby,#FFFFFF,,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-ruby/
Finetec,Sapphire Blue (Iridescent),#FFFFFF,46,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-sapphire-blue-iridescent/
Finetec,Sapphire Blue,#FFFFFF,,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-sapphire-blue/
Finetec,Silver,#FFFFFF,,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-silver/
Finetec,Tangelo,#FFFFFF,,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-tangelo/
Finetec,Vintage Lilac,#FFFFFF,,,,,,,,https://www.dickblick.com/items/finetec-artist-mica-watercolor-vintage-lilac/
Grumbacher,Alizarin Crimson,#AD0025,8,PR83,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-alizarin-crimson-75-ml-tube/
Grumbacher,Alizarin Orange,#CB4700,8,PR209|PY65|PY150,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-alizarin-orange-75-ml-tube/
Grumbacher,Burnt Sienna,#73311F,8,PBr7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-burnt-sienna-75-ml-tube/
Grumbacher,Cadmium Orange Hue,#FF8C00,8,PR188 |PO62|PY138|PY65,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-orange-hue-75-ml-tube/
Grumbacher,Cadmium Red Deep Hue,#E32626,8,PR170|PY42|PR101,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-red-deep-hue-75-ml-tube/
Grumbacher,Cadmium Red Light Hue,#E21F13,8,PR188 |PY65|PY97|PR178,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-red-light-hue-75-ml-tube/
Grumbacher,Cadmium Red Medium Hue,#CA2115,8,PR149|PR166|PR178,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-red-medium-hue-75-ml-tube/
Grumbacher,Cadmium Yellow Deep Hue,#FFC11B,8,PY65|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-yellow-deep-hue-75-ml-tube/
Grumbacher,Cadmium Yellow Medium Hue,#FFEB1E,8,PY65|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cadmium-yellow-medium-hue-75-ml/
Grumbacher,Carmine Hue,#E63A67,8,PV19,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-carmine-hue-75-ml-tube/
Grumbacher,Cerulean Blue Hue,#3271B5,8,PB15:4|PB29|PBk9|PW4,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cerulean-blue-hue-75-ml-tube/
Grumbacher,Charcoal Gray,#2B2A1E,8,PBk6,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-charcoal-gray-75-ml-tube/
Grumbacher,Burnt Umber,#412B2E,8,PBr7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-burnt-umber-75-ml-tube/
Grumbacher,Cobalt Blue Hue,#2153D0,8,PB29,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-cobalt-blue-hue-75-ml-tube/
Grumbacher,Emerald Green,#00825B,8,PG7|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-emerald-green-75-ml-tube/
Grumbacher,Gamboge Hue,#FBC429,8,PO62|PY138|PY65,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-gamboge-hue-75-ml-tube/
Grumbacher,Geranium Lake,#AD2F35,8,PR170|PR149|PR166,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-geranium-lake-75-ml-tube/
Grumbacher,Golden Yellow,#FBDC1E,8,PY65|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-golden-yellow-75-ml-tube/
Grumbacher,Green Earth Hue,#6E8666,8,PG18|PBr7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-green-earth-hue-75-ml-tube/
Grumbacher,Grumbacher Red (Naphthol),#D21E1B,8,PR188 |PR170,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-grumbacher-red-naphthol-75-ml-tube/
Grumbacher,Hooker's Green Deep Hue,#425E39,8,PB15:4|PG36|PY65|PY97|PBk6,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-hookers-green-deep-hue-75-ml-tube/
Grumbacher,Hooker's Green Light Hue,#4B6A56,8,PG7|PY65|PBk9|PY97,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-hookers-green-light-hue-75-ml-tube/
Grumbacher,Indian Red Hue,#983623,8,PR101|PY43,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-indian-red-hue-75-ml-tube/
Grumbacher,Indian Yellow Hue,#FFA900,8,PY65,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-indian-yellow-hue-75-ml-tube/
Grumbacher,Indigo Hue,#0A0A0C,8,PBk7|PB29|PV19,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-indigo-hue-75-ml-tube/
Grumbacher,Chinese White,#F7F8FA,8,PW6:1,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-chinese-white-75-ml-tube/
Grumbacher,Chromium Oxide Green,#6D915F,8,PG17,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-chromium-oxide-green-75-ml-tube/
Grumbacher,Light Red Hue,#9B3600,8,PY43|PR101,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-light-red-hue-75-ml-tube/
Grumbacher,Magnesium Green,#2B7681,8,PB36,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-magnesium-green-75-ml-tube/
Grumbacher,Mauve,#5F008B,8,PV23,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-mauve-75-ml-tube/
Grumbacher,Naples Yellow Hue,#E6BF97,8,PW6|PBr7|PY3|PR178,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-naples-yellow-hue-75-ml-tube/
Grumbacher,Olive Green Hue,#456933,8,PG7|PBr7|PY65|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-olive-green-hue-75-ml-tube/
Grumbacher,Permanent Green Light,#00A912,8,PG36|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-permanent-green-light-75-ml-tube/
Grumbacher,Perylene Maroon,#8A2130,8,PR179,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-perylene-maroon-75-ml-tube/
Grumbacher,Davy's Gray,#3E433A,8,PB15:4|PB29|PBk9|PBr7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-davys-gray-75-ml-tube/
Grumbacher,Raw Umber Hue,#6D574A,8,PY42|PBr7|PBr7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-raw-umber-hue-75-ml-tube/
Grumbacher,Rose Madder Hue,#AC0000,8,PR83,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-rose-madder-hue-75-ml-tube/
Grumbacher,Ivory Black,#1E1C1C,8,PBk9,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-ivory-black-75-ml-tube/
Grumbacher,Scarlet Lake,#CF2A07,8,,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-scarlet-lake-75-ml-tube/
Grumbacher,Sepia Hue,#41372F,8,PY42|PBr7|PBk6,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-sepia-hue-75-ml-tube/
Grumbacher,Thalo Crimson,#BE4E62,8,PV19,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thalo-crimson-75-ml-tube/
Grumbacher,Thalo Green (Blue Shade),#22433E,8,PG7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thalo-green-blue-shade-75-ml-tube/
Grumbacher,Thalo Red,#BE0063,8,PV19,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thalo-red-75-ml-tube/
Grumbacher,Lamp Black,#211E1E,8,,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-lamp-black-75-ml-tube/
Grumbacher,Thio Violet,#59468F,8,PV29|PV19,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thio-violet-75-ml-tube/
Grumbacher,Turquoise,#0761B7,8,PB15:4|PG7,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-turquoise-75-ml-tube/
Grumbacher,Van Dyck Brown Hue,#392F2A,8,PBr7|PBr7|PBk6,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-van-dyck-brown-hue-75-ml-tube/
Grumbacher,Vermilion Hue,#ED2A00,8,PR188 |PY65,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-vermilion-hue-75-ml-tube/
Grumbacher,Violet (Phthalo Purple),#5A428D,8,PV23|PB15:4,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-violet-phthalo-purple-75-ml-tube/
Grumbacher,Lemon Yellow,#FDF32B,8,PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-lemon-yellow-75-ml-tube/
Grumbacher,Yellow Ochre Hue,#D4A60A,8,PY42,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-yellow-ochre-hue-75-ml-tube/
Grumbacher,Cadmium Yellow Pale Hue,#F3E200,8,PY3|PY97,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolors-cadmium-yellow-pale-hue-75-ml-tube/
Grumbacher,Alizarin Rose,#C70047,30,PV19,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-alizarin-rose-14-ml-tube/
Grumbacher,Aureolin Yellow,#F8EB00,30,PY151,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-aureolin-yellow-14-ml-tube/
Grumbacher,Bismuth Yellow,#FCF336,30,PY184,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-bismuth-yellow-14-ml-tube/
Grumbacher,Brown Madder,#9D2F02,30,PR188 |PR179|PV19,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-brown-madder-14-ml-tube/
Grumbacher,Burnt Alizarin,#8F1E10,30,PR83|PR101,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-burnt-alizarin-14-ml-tube/
Grumbacher,Payne's Gray,#43516D,8,PB15:4|PB29|PBk6,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-paynes-gray-75-ml-tube/
Grumbacher,Cadmium Orange,#FF6D00,30,PR108,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-orange-14-ml-tube/
Grumbacher,Cadmium Red Deep,#BF0000,30,PR108,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-red-deep-14-ml-tube/
Grumbacher,Cadmium Red Light,#FE2D12,30,PR108,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-red-light-14-ml-tube/
Grumbacher,Cadmium Red Medium,#F72F22,30,PR108,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-red-medium-14-ml-tube/
Grumbacher,Cadmium Yellow Deep,#FF9D0C,30,PY35|PO20,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-yellow-deep-14-ml-tube/
Grumbacher,Cadmium Yellow Lemon,#F6F309,30,PY35,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-yellow-lemon-14-ml-tube/
Grumbacher,Cadmium Yellow Light,#FBF10C,30,PY35,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-yellow-light-14-ml-tube/
Grumbacher,Cadmium Yellow Medium,#FFC100,30,PY35|PO20,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cadmium-yellow-medium-14-ml-tube/
Grumbacher,Cerulean Blue,#2D7EBD,30,PB35,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cerulean-blue-14-ml-tube/
Grumbacher,Prussian Blue,#031F43,8,PB27,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-prussian-blue-75-ml-tube/
Grumbacher,Cobalt Blue,#0051C1,30,PB28,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cobalt-blue-14-ml-tube/
Grumbacher,Cobalt Turquoise,#007F8D,30,PB36,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cobalt-turquoise-14-ml-tube/
Grumbacher,Cobalt Violet,#BE46B7,30,PV14,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-cobalt-violet-14-ml-tube/
Grumbacher,Raw Sienna,#A76210,8,PBr7|PY42,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-raw-sienna-75-ml-tube/
Grumbacher,Delft Blue,#1C329D,30,PB60,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-delft-blue-14-ml-tube/
Grumbacher,Dioxazine Purple,#2A1296,30,PV23,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-dioxazine-purple-14-ml-tube/
Grumbacher,French Ultramarine,#133996,30,PB29,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-french-ultramarine-14-ml-tube/
Grumbacher,Gamboge,#F0C102,30,PY42|PY3,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-gamboge-14-ml-tube/
Grumbacher,Hookers Green Deep,#025536,30,PBk7|PB15:4|PY97|PY153,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-hookers-green-deep-14-ml-tube/
Grumbacher,Hookers Green Light,#26662D,30,PBk7|PG7|PB15:3|PY153,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-hookers-green-light-14-ml-tube/
Grumbacher,Indian Red,#9D2513,30,PR101,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-indian-red-14-ml-tube/
Grumbacher,Indian Yellow,#EB8200,30,PO62|PY97,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-indian-yellow-14-ml-tube/
Grumbacher,Indigo,#00005B,30,PB66,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-indigo-14-ml-tube/
Grumbacher,Sap Green,#2F472B,8,PB15:4|PO48|PG7|PY150,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-sap-green-75-ml-tube/
Grumbacher,Magenta,#C01B53,30,PR122,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-magenta-14-ml-tube/
Grumbacher,Manganese Blue Hue,#0C4F94,30,PB15:4|PW6,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-manganese-blue-hue-14-ml-tube/
Grumbacher,Naples Yellow,#F9DA7B,30,PW6:1|PY35|PBr7|PR108,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-naples-yellow-14-ml-tube/
Grumbacher,Thalo Blue,#2D366D,8,PB15:4,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thalo-blue-75-ml-tube/
Grumbacher,Permanent Alizarin,#AF0321,30,PR48:4,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-permanent-alizarin-14-ml-tube/
Grumbacher,Permanent Green,#008B00,30,,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-permanent-green-14-ml-tube/
Grumbacher,Quinacridone Magenta,#82023E,30,,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-quinacridone-magenta-14-ml-tube/
Grumbacher,Quinacridone Red,#CF1027,30,PV19,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-quinacridone-red-14-ml-tube/
Grumbacher,Quinacridone Rose,#D20039,30,PV19,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-quinacridone-rose-14-ml-tube/
Grumbacher,Thalo Yellow Green,#7DBD35,8,PG36|PY3,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-thalo-yellow-green-75-ml-tube/
Grumbacher,Raw Umber,#4E4215,30,PY42|PBr7,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-raw-umber-14-ml-tube/
Grumbacher,Red Iron Oxide,#872E00,30,PR101|PY43,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-red-iron-oxide-14-ml-tube/
Grumbacher,Sepia,#352D12,30,PBr7|PBk6,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-sepia-14-ml-tube/
Grumbacher,Terre Verde,#184E39,30,PBr7|PG18,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-terre-verde-14-ml-tube/
Grumbacher,Ultramarine Blue,#1846AB,8,PB29,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-ultramarine-blue-75-ml-tube/
Grumbacher,Thalo Green,#025347,30,PG7,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-thalo-green-14-ml-tube/
Grumbacher,Thalo Purple,#5722AC,30,PV23|PB29,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-thalo-purple-14-ml-tube/
Grumbacher,Titanium White,#FFFFFF,30,PW6:1,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-titanium-white-14-ml-tube/
Grumbacher,Transparent Orange,#FF7E00,30,PO71,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-transparent-orange-14-ml-tube/
Grumbacher,True Red,#DC0516,30,PR188 |PR170,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-true-red-14-ml-tube/
Grumbacher,Viridian,#008B62,8,PG7|PG18,,,,,,https://www.dickblick.com/items/grumbacher-academy-watercolor-viridian-75-ml-tube/
Grumbacher,Van Dyck Brown,#512722,30,PBr9,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-van-dyck-brown-14-ml-tube/
Grumbacher,Vermilion Deep,#E91E10,30,PR188 |PR170|PR209|PY3,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-vermilion-deep-14-ml-tube/
Grumbacher,Yellow Ochre,#D78B00,30,PBr7|PY42,,,,,,https://www.dickblick.com/items/grumbacher-finest-artists-watercolor-yellow-ochre-14-ml-tube/
M. Graham,Alizarin Crimson,#AD0025,,PR83,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-alizarin-crimson-15-ml-tube-/
M. Graham,Anthraquinone Blue,#00052B,,PB60,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-anthraquinone-blue-15-ml-tube/
M. Graham,Azo Green,#637100,,PY129,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-azo-green-15-ml-tube/
M. Graham,Azo Orange,#FF6F00,,PO62,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-azo-orange-15-ml-tube/
M. Graham,Azo Yellow,#F8E333,,PY151,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-azo-yellow-15-ml-tube/
M. Graham,Bismuth Yellow,#FFEE00,,PY184,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-bismuth-yellow-15-ml-tube/
M. Graham,Burnt Sienna,#913D00,,PBr7,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-burnt-sienna-15-ml-tube/
M. Graham,Burnt Umber,#4E3225,,PBr7,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-burnt-umber-15-ml-tube/
M. Graham,Cadmium Orange,#FE9C00,,PO20,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-orange-15-ml-tube/
M. Graham,Cadmium Red,#E7222F,,PR108,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-red-15-ml-tube/
M. Graham,Cadmium Red Deep,#C51812,,PR108,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-red-deep-15-ml-tube/
M. Graham,Cadmium Red Light,#FC363A,,PR108,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-red-light-15-ml-tube/
M. Graham,Cadmium Yellow,#FFEB1E,,PY35,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-yellow-15-ml-tube/
M. Graham,Cadmium Yellow Deep,#FFA100,,PY35,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-yellow-deep-15-ml-tube/
M. Graham,Cadmium Yellow Light,#FAF600,,PY35,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cadmium-yellow-light-15-ml-tube/
M. Graham,Cerulean Blue,#3275B6,,PB36,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cerulean-blue-15-ml-tube/
M. Graham,Cerulean Blue Deep,#054295,,PB36,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cerulean-blue-deep-15-ml-tube/
M. Graham,Chinese White,#F7F8FA,,PW6,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-chinese-white-15-ml-tube/
M. Graham,Cobalt Blue,#2359DB,,PB28,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cobalt-blue-15-ml-tube/
M. Graham,Cobalt Green,#007A21,,PG50,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cobalt-green-15-ml-tube/
M. Graham,Cobalt Teal,#02A6AF,,PB28,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cobalt-teal-15-ml-tube/
M. Graham,Cobalt Violet,#72008F,,PV14,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-cobalt-violet-15-ml-tube/
M. Graham,Dioxazine Purple,#472B66,,PV23,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-dioxazine-purple-15-ml-tube/
M. Graham,Gamboge,#FEA205,,PY151|PO62,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-gamboge-15-ml-tube/
M. Graham,Hansa Yellow,#FFF100,,PY3,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-hansa-yellow-15-ml-tube/
M. Graham,Hansa Yellow Deep,#FCD815,,PY97,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-hansa-yellow-deep-15-ml-tube/
M. Graham,Hooker's Green,#094A1F,,PG7|PY110,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-hookers-green-15-ml-tube/
M. Graham,Indian Yellow,#E68100,,PY110,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-indian-yellow-15-ml-tube/
M. Graham,Ivory Black,#000000,,PBk9,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-ivory-black-15-ml-tube/
M. Graham,Lamp Black,#000000,,PBk6,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-lamp-black-15-ml-tube/
M. Graham,Manganese Blue Hue,#004EA9,,PB15:3|PW4,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-manganese-blue-hue-15-ml-tube/
M. Graham,Maroon Perylene,#67292D,,PR179|PR179,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-maroon-perylene-15-ml-tube/
M. Graham,Mineral Violet,#732D6F,,PV16,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-mineral-violet-15-ml-tube/
M. Graham,Naphthol Red,#D71202,,PR112,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-naphthol-red-15-ml-tube/
M. Graham,Naples Yellow,#F9BB62,,PBr24,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-naples-yellow-15-ml-tube/
M. Graham,Neutral Tint,#161B1C,,PG7|PV19,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-neutral-tint-15-ml-tube/
M. Graham,Nickel Azo Yellow,#B06D00,,PY150,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-nickel-azo-yellow-15-ml-tube/
M. Graham,Nickel Quinacridone Gold,#B24D0A,,PO48|PY150,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-nickel-quinacridone-gold-15-ml-tube/
M. Graham,Olive Green,#2E3A16,,PG7|PBk9|PY129|PY110,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-olive-green-15-ml-tube/
M. Graham,Payne's Gray,#29313D,,PB29|PBk6,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-paynes-gray-15-ml-tube/
M. Graham,Permanent Alizarin Crimson,#850919,,PR264,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-permanent-alizarin-crimson-15-ml-tube/
M. Graham,Permanent Green Light,#216535,,PG7|PY150,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-permanent-green-light-15-ml-tube/
M. Graham,Permanent Green Pale,#49AD00,,PG7|PY3,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-permanent-green-pale-15-ml-tube/
M. Graham,Phthalo Blue,#152A94,,PB15:3,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-phthalo-blue-15-ml-tube/
M. Graham,Phthalo Blue Red Shade,#05095D,,PB15,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-phthalo-blue-red-shade-15-ml-tube/
M. Graham,Phthalo Green,#09362A,,PG7,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-phthalo-green-15-ml-tube/
M. Graham,Phthalo Green Yellow Shade,#135E32,,PG36,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-phthalo-green-yellow-shade-15-ml-tube/
M. Graham,Prussian Blue,#184E73,,PB27,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-prussian-blue-15-ml-tube/
M. Graham,Pyrrol Red,#D11200,,PR254,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-pyrrol-red-15-ml-tube/
M. Graham,Quinacridone Red,#D20039,,PR209,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-quinacridone-red-15-ml-tube/
M. Graham,Quinacridone Rose,#CA1C49,,PV19,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-quinacridone-rose-15-ml-tube/
M. Graham,Quinacridone Rust,#962B1F,,PO48,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-quinacridone-rust-15-ml-tube/
M. Graham,Quinacridone Violet,#672633,,PV19,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-quinacridone-violet-15-ml-tube/
M. Graham,Raw Sienna,#A76210,,PBr7,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-raw-sienna-15-ml-tube/
M. Graham,Raw Umber,#4A3600,,PBr7,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-raw-umber-15-ml-tube/
M. Graham,Sap Green Permanent,#33461F,,PG7|PY110,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-sap-green-permanent-15-ml-tube/
M. Graham,Scarlet Pyrrol,#FB491C,,PO73|PO73,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-scarlet-pyrrol-15-ml-tube/
M. Graham,Sepia,#4D3B18,,PBr7|PBk6,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-sepia-15-ml-tube/
M. Graham,Terra Rosa,#A22F12,,PR101,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-terra-rosa-15-ml-tube/
M. Graham,Titanium White Opaque,#FFFFFF,,PW6,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-titanium-white-opaque-15-ml-tube/
M. Graham,Transparent Orange Oxide,#773A2D,,PY42|PR101,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-transparent-orange-oxide-15-ml-tube/
M. Graham,Transparent Red Oxide,#631209,,PR101,,,,,,https://www.dickblick.com/items/m-graham-artists-watercolor-transparent-red-oxide-15-ml-tube/
